KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_r08G8,[b][c][a1a1a1]< Radio Static >[-][/c][/b],,,,,,,,[b][c][a1a1a1]< Radio Static >[-][/c][/b],,,,,,,,
pda_8SOmG,The Signal,,,,,,,,Сигнал,,,,,,,,
pda_4W48m,Unknown Source,,,,,,,,Неизвестный Сигнал,,,,,,,,
pda_2SmuW,===,,,,,,,,,,,,,,,,
pda_u0u8q,[b][c][a1a1a1]< Static > [-][/c][c][00e1ff]...ntelli...data...signal...radi...cal...ration...assist...transm...on...oceed...[-][/c][c][a1a1a1] < Static >[-][/c][/b],,,,,,,,[b][c][a1a1a1]< Static > [-][/c][c][00e1ff]...ntelli...data...signal...radial...cal...ration. ..asx4tsist...transm...on...oce...[-][/c][c][a1a1a1] < Static >[-][/c][/b],,,,,,,,
pda_m4We4,Hope rising,,,,,,,,Слабая Надежда,,,,,,,,
pda_Cui84,Boosting the signal,,,,,,,,Усиление Сигнала,,,,,,,,
pda_sWeam,===,,,,,,,,,,,,,,,,
pda_e0m8O,But I can't understand what they're saying.\nI need some way to clean up their transmission...\n\nThere's probably [c][fbff00]an Antenna[-][/c] among some of the wreckage on the ground that I can use to boost the signal strength. It's just a matter of finding a functional device.,,,,,,,,"Но я не понимаю, что они говорят.\nМне нужно как-то очистить их передачу...\n\nВозможно, [c][fbff00]Антенна[-][/c] среди обломков на поверхности грунта, которые я смогу использовать для повышения уровня сигнала. Осталось только найти работающее устройство.",,,,,,,,
pda_mS0u0,MacGyver,,,,,,,,МакГайвер,,,,,,,,
pda_uqiiG,Find a usable antenna among the wreckage,,,,,,,, Найдите подходящую антенну среди обломков,,,,,,,,
pda_WG08Y,Somewhere in this wreckage is a UCH Antenna I can use to boost the gain of my suit's radio.\n\n[c][ff0000][b]This mission can only be completed on the default starting planets at the crash site[/b][-][/c],,,,,,,," Где-то в этих обломках находится антенна UCH, которую я могу использовать, чтобы увеличить усиление радио моего костюма.\n\n[c][ff0000][b]Эта миссия может быть выполнена только на стартовых планетах по умолчанию на месте крушения[/b][-][/c]",,,,,,,,
pda_iqSK4,That [i]looks [/i]like an Antenna off a UCH Crusader-Class Frigate!\nThat [i]should [/i]be able to do the job it if it's not too damaged.,,,,,,,," Это [i]похоже [/i]на антенну фрегата UCH Класса Crusader!\nЭто [i]должно [/i]быть в состоянии выполнять эту работу, если она не слишком повреждена.",,,,,,,,
pda_0kOaC,Send and Receive,,,,,,,,Передача и Приём,,,,,,,,
pda_eiClS,Excavate the Port on the Antenna,,,,,,,,Откопайте Порт Данных Антенны,,,,,,,,
pda_Be0uK,===,,,,,,,,,,,,,,,,
pda_uOCSK,Transmission Test,,,,,,,,Проверка Передачи,,,,,,,,
pda_ii0e0,Receiving Transmission,,,,,,,,Входящее Сообщение,,,,,,,,
pda_Cn4Wm,Datalink connection test,,,,,,,,Подключения и тестирование канала передачи данных,,,,,,,,
pda_0KRGG,"[c][8ab3ff]Loud and clear, IDA.[-][/c]\n[c][8ab3ff]And how are you on this fine, sunny day?[-][/c]",,,,,,,,"[c][8ab3ff]Громко и четко, IDA.[-][/c]\n[c][8ab3ff]А как ты поживаешь в этот прекрасный и полный приключениями день?[-][/c]",,,,,,,,
pda_8ieqC,Comedy Routine,,,,,,,,Комедийная Рутина,,,,,,,,
pda_aGi4C,Void of jokes,,,,,,,,Кроме Шуток,,,,,,,,
pda_m0ai0,Datalink connection test,,,,,,,,Подключения и тестирование канала передачи данных,,,,,,,,
pda_eqqm0,"[c][8ab3ff]Relax, IDA.[-][/c]\n[c][8ab3ff]I thought you new-model AIs were capable of learning and empathy.[-][/c]\n\n[c][8ab3ff]I'm just... trying to stay positive here... and I figured you could do with a laugh too.[-][/c]",,,,,,,,"[c][8ab3ff]Расслабься, IDA.[-][/c]\n[c][8ab3ff]Я думал, что ИИ новой модели, способны к обучению и сочувствию.[-][/c]\n\n [c][8ab3ff]Я просто... пытаюсь сохранять позитивный настрой... и я подумал, что тебе тоже не помешает посмеяться.[-][/c]",,,,,,,,
pda_4Sa0G,A New Parameter,,,,,,,,Новый Параметр,,,,,,,,
pda_d8Nm0,Into the Unknown,,,,,,,,В Неизведанное,,,,,,,,
pda_0ZCqe,===,,,,,,,,,,,,,,,,
pda_8Quxi,"[c][8ab3ff]Glad to hear it, IDA![-][/c]\n\n[c][8ab3ff]I guess it's time we set out on our journey into the unknown...[-][/c]",,,,,,,,"[c][8ab3ff]Рад это слышать, IDA![-][/c]\n\n[c][8ab3ff]Думаю, пора отправляться в путешествие в неизвестность...[-][/c]\n\n",,,,,,,,
pda_u8qi4,[b]Chapter 1:[/b] [b][c][00fbff]Human Debris[-][/c][/b],,,,,,,, [b]Глава 1:[/b] [b][c][00fbff]Человеческий Мусор[-][/c][/b],,,,,,,,
pda_WmuK5,"[c][00ffff][b]Chapter 1: Human Debris[/b][-][/c]\n\nAlone on an unknown world, you stand against an unforgiving and alien world looking for anything that remains of your crew and your fleet among the wreckage.\n\nAre you truly alone?\n\nIDA may have found the answers you seek...",,,,,,,,"[c][00ffff][b]Глава 1: Человеческий Мусор[/b][-][/c]\n\nВ одиночку вы противостоите неумолимому и чуждому миру в поисках всего, что осталось от вашей команды и от вашего Флота среди обломков.\n\nВы действительно одиноки?\n\nВозможно, IDA поможет найти ответы, которые вы ищете...",,,,,,,,
pda_0YSoK,[c][80ffff]Are you sure you want to abort this mission? Please confirm your choice.[-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,"[c][80ffff]Вы действительно хотите прервать эту миссию? Пожалуйста, подтвердите свой выбор.[-][/c]\n\nВы можете начать миссию через КПК (F1) в любое время.",,,,,,,,
pda_SmWuC,Receiving Transmission,,,,,,,,Входящее Сообщение,,,,,,,,
pda_mu4K4,[c][4dc3ff]Decrypting...[-][/c],,,,,,,,[c][4dc3ff]Расшифровка...[-][/c],,,,,,,,
pda_a0WSS,===,,,,,,,,,,,,,,,,
pda_qu1Cp,"[c][8ab3ff]Confirmed, IDA.[-][/c]\n[c][8ab3ff]Finally, some good news![-][/c]\n[c][8ab3ff]Can you see how many people are there? What condition they're in?[-][/c]",,,,,,,,"[c][8ab3ff]Подтверждаю, IDA.[-][/c]\n[c][8ab3ff]Наконец-то хорошие новости![-][/c]\n[c][8ab3ff]Ты видишь.., как там много людей? Они живы?[-][/c]",,,,,,,,
pda_uSOC4,Bird Hunt,,,,,,,,Охота на Птицу,,,,,,,,
pda_iDgCs,[c][4dc3ff]Telemetry Data[-][/c],,,,,,,,[c][4dc3ff]Данные Телеметрии[-][/c],,,,,,,,
pda_EeKKW,===,,,,,,,,,,,,,,,,
pda_uiG0a,"[c][8ab3ff]Okay, IDA.[-][/c]\n[c][8ab3ff]Can you plot a course on my HUD to the location of the ship?[-][/c]\n\n[c][8ab3ff]Even if there's no one there, there should be logs of what happened to the fleet on the ship's computers.[-][/c]",,,,,,,,"[c][8ab3ff]Хорошо, IDA.[-][/c]\n[c][8ab3ff]Можешь ли ты проложить курс на моем ХАД (HUD) к координатам корабля?[-][/c]\n\n[c][8ab3ff]Даже если там никого нет, на компьютерах корабля должны быть журналы с информацией того, что произошло с флотом.[-][/c]",,,,,,,,
pda_a8mOi,Pelican Down,,,,,,,,Упавший Пеликан,,,,,,,,
pda_uuSa4,Locate the crashed ship,,,,,,,,Найдите Разбившийся Корабль,,,,,,,,
pda_WSaau,IDA has identified a crashed Pelican-Class Transport that may contain clues about the UCH forces and the current situation.,,,,,,,," IDA идентифицировал разбившийся транспорт Класса 'Пеликан', который может содержать подсказки о UCH и текущей ситуации.",,,,,,,,
pda_C4qeM,"[c][8ab3ff]IDA, I've found it.\nIt's the UCH Heidelberg... It was with us when we left Earth.[-][/c]",,,,,,,,"[c][8ab3ff]IDA, я нашел его.\nЭто UCH 'Heidelberg'... Он был с нами, когда мы покинули Землю.[-][/c]",,,,,,,,
pda_4Km0i,Observations,,,,,,,,Наблюдения,,,,,,,,
pda_amqOC,Approach the crashed ship,,,,,,,,Подойти к разбитому кораблю,,,,,,,,
pda_qCGSO,===,,,,,,,,,,,,,,,,
pda_0SG40,[c][8ab3ff]My god...\nThe ship hit the ground hard enough to split in half. I don't see how anyone could walk away from this alive.[-][/c],,,,,,,,"[c][8ab3ff]Боже мой...\nКорабль ударился об грунт так сильно, что раскололся пополам. Я не понимаю, как кто-то мог выжить?![-][/c]",,,,,,,,
pda_0GiqG,Appraisal,,,,,,,,Оценка,,,,,,,,
pda_Sraa0,[c][8accff]Questioning Authority[-][/c],,,,,,,,[c][8accff]Оспаривая Авторитет[-][/c],,,,,,,,
pda_YuuiS,===,,,,,,,,,,,,,,,,
pda_Km4iq,Investigate,,,,,,,,Расследовать,,,,,,,,
pda_G8mS8,Find the Weak Signal,,,,,,,,Найдите Слабый Сигнал,,,,,,,,
pda_eSmC4,There's a Weak Energy Signal being emitted by something near the rear of the Heidelberg.,,,,,,,,Слабый энергетический сигнал излучается чем-то в задней части 'Heidelberg'.,,,,,,,,
pda_Qa48N,The signal is coming from inside this container,,,,,,,,Сигнал исходит изнутри этого контейнера,,,,,,,,
pda_U4iiO,Investigate,,,,,,,,Расследовать,,,,,,,,
pda_8m2ii,Approach the Container,,,,,,,,Подойдите к контейнеру,,,,,,,,
pda_7IJaW,Open the container at the rear of the crashed Heidelberg\n\n[c][ff5c5c]Dev Note:[-][/c] This task may get jammed for some reason,,,,,,,,Откройте контейнер в задней части разбившегося 'Heidelberg'\n\n[c][ff5c5c]Примечание разработчика:[-][/c] Это задание может по какой-то причине застрять,,,,,,,,
pda_WiuOu,Personal Logs,,,,,,,,Личный Журнал,,,,,,,,
pda_K440q,Sergeant Palant's Personal Logs,,,,,,,,Личный журнал Сержанта Паланта (Palant),,,,,,,,
pda_m04aS,"[b][c][fbff00][ IDA ][-][/c][/b] [c][00fbff]These are the decrypted personal log files of Sergeant Palant, Chief Engineer of the UCH-011 Heidelberg[-][/c]\n\n[b]Log Date:[/b] 25.07.2473\n[b]Time:[/b] 1900\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Solar System\n\n[b][/b][Voice to Text]\n[c][bdbdbd]We've just left Jupiter's orbit under steady accel. The generators are purrin' like a kitten and it's looking like I was wrong about the thruster cones.\nIf there's one thing I hate, it's being proven wrong. But in [i]this [/i]case, i'm pleasantly surprised that everything went off without a hitch. Which is more than I can say for [-][/c][c][f2f2f2]Apollon Station[-][/c][c][bdbdbd]...\n\nIt seems that something happened just after we left it and now we've lost all communications with the station. There was some talk among the captains, which of course I ain't privy to, to turn back and help with the rescue. Looks like it's too late though and rescue ships are already on their way, so we're goin' ahead with [-][/c][c][f2f2f2]Operation Phoenix[-][/c][c][bdbdbd] and startin' up the warp cycle to Proxima Centauri.\nHopefully we don't end up the same way as the Hyperion.\n\nPalant out[-][/c]\nEnd transcript\n\n[b][/b][End of Log]\n\n\n[b]Log Date:[/b] 25.07.2473\n[b]Time:[/b] 2021\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Unknown Location\n\n[b][/b][Voice to Text]\n[c][bdbdbd]What the hell is happening around here?!\nIt was only supposed to be a short jaunt to Proxima Centauri, but as soon as the Titan's Warp Drive spooled up: Boom! The warp field hit like... a wall in hyperspace, next thing we know we're getting yanked god-knows-where by the seat of our pants with no way to stop!\nThe Generators are overloaded; we've got a coolant leak somewhere on B-Deck; OUR warp drive, which was only active in a support capacity is outputting high levels of ionizing radiation and I don't think the shielding can take the extra load!\nNow that we're out of warp, we're completely out of position and the rest of the fleet is comparing star charts and measuring crap that's out of my field. All [i]I[/i] know is that my baby is royally screwed, somewhere on the other side of the universe.\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 25.07.2473\n[b]Time:[/b] 2100\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, UCH Expeditionary Fleet, Andromeda Galaxy\n\n[b][/b]\n[c][bdbdbd]Yep, you read that right: [-][/c][i][c][f2f2f2]Andromeda GALAXY[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd]We was s'posed to end up near Proxima Centauri in our OWN galaxy! How in the name of Zeus's [-][/c][i]BUTTHOLE[/i][c][bdbdbd] did we end up on the other side of the [redacted] [-][/c][c][bdbdbd]universe?!\nWe need to turn this tub around and go back the way we came. Ain't no two ways about it. I signed on for a short hop to check out our nearest neighbor, not bugger off on an intergalactic rollercoaster![-][/c]\n[c][bdbdbd]*Sigh*\n\nWe've managed to fix the coolant leak on B-Deck, which solved two problems since the Gennies are cooling back down now that they're getting a full load of coolant.\nThe Rads from the warp drive are only a problem if you're near the warp drive, so i've locked down the warp compartment. No one needs to be in there anyway.\nThe rest of the fleet's got the same problems, but we're all more or less okay for now. We're over a planet it seems, and there's EM signals coming from the planet and orbit nearby. So it seems we're not alone.\nI wonder if it's too late to say ""We come in peace""?\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]\n\n\n[b]Log Date:[/b] 25.07.2473\n[b]Time:[/b] 2242\n[b]Creator:[/b] Joshua Palant\n[b]Location:[/b] UCH-011 Heidelberg, Planet Surface, Andromeda Galaxy\n\n[Voice to Text]\n[c][bdbdbd]*Cough* well... It seems I really stepped in it this time.\nAs soon as the impact alarms sounded, we took a hit on the port side of the ship by some kind of plasma weapon from the approaching ships. No warning, no communications, just BANG!\nThe hit fused the coolant pipes and starved the port-side gennies, so I had to hit the emergency shut off button.\n\nThe Heidy ain't built for heavy combat and the plasma and missiles that blew open the starboard thruster sent us into a decaying spin towards the planet. Impact in seven minutes and I was the only one left on this deck, so I had the bright idea to shut myself in one of the cargo containers. I was pretty sure i'd be safe in here... turns out I was right.\nThis is probably the only time I regret being proven right.\n\nSo i'm trapped in this container and can't get out. I'd guess i'm buried under the ship. Whoever you are, you probably already figured that out...\nI guess it's not so bad... I did all I could and this isn't a bad way to go.\nI hope you can someday get my body back home...\n\nSigning off for the last time... Palant Out.[-][/c]\nEnd Transcript\n\n[b][ End of Log ][/b]",,,,,,,,"[b][c][fbff00][ IDA ][-][/c][/b][c][00fbff]Это расшифрованные личные лог-файлы сержанта Паланта, главного Инженера UCH-011 Heidelberg[-][/c]\n\n[b]Дата регистрации:[/b] 25.07.2473\n[b]Время:[/b] 1900\n[b]Создатель:[/b] Джошуа Палант\n[b]Местоположение:[/b] UCH-011 Heidelberg, Экспедиционный флот UCH, Солнечная система\n\n[b][/b][Голос в текст]\n[c][bdbdbd]Мы только что покинули орбиту Юпитера при постоянном ускорении. Генераторы мурлыкают, как котенок, и похоже, что я ошибался насчет конусов двигателей.\nЕсли я что-то и ненавижу, так это то, что это оказывается неправильным. Но в [i]этом[/i]кейсе я приятно удивлен, что все прошло без сучка и задоринки. Чего я не могу сказать о [-][/c][c][f2f2f2]Станция Аполлон[-][/c][c][bdbdbd]...\n\nКажется, что-то произошло сразу после того, как мы оставил его, и теперь мы потеряли всякую связь со станцией. Среди капитанов ходили разговоры, в которые я, конечно, не в курсе, вернуться и помочь со спасением. Однако похоже, что уже слишком поздно, и спасательные корабли уже в пути, поэтому мы продолжаем [-][/c][c][f2f2f2]Операцию Феникс[-][/c][c][bdbdbd] и запускаем варп-цикл к Проксиме Центавра.\nНадеюсь, мы не закончим так же, как 'Гиперион'.\n\nВыход из Паланта[-][/c]\nКонец расшифровки\n\n[b][/b][Конец журнала]\n\n\n[b]Дата журнала:[/b] 25.07.2473\n[b]Время:[/b] 2021\n[b]Создатель:[/b] Джошуа Палант\n[b]Местоположение:[/b] UCH-011 Гейдельберг, Экспедиционный флот UCH, местоположение неизвестно\n\n[b][/b][Голос в текст]\n[c][bdbdbd]Что за здесь творится ад?!\nПредполагалось, что это будет всего лишь короткая прогулка к Проксиме Центавра, но как только варп-двигатель Титана заработал: Бум! Варп-поле врезалось, как... стена в гиперпространстве, и следующее, что мы знаем, это то, что нас дергает бог знает куда за штаны, и мы не можем остановиться!\nГенераторы перегружены; у нас утечка охлаждающей жидкости где-то на B-Deck; НАШ варп-двигатель, который был активен только в качестве поддержки, излучает высокие уровни ионизирующего излучения, и я не думаю, что экран выдержит дополнительную нагрузку!\nТеперь, когда мы вышли из варпа, мы полностью потеряли позицию. а остальная часть флота сравнивает звездные карты и измеряет всякую хрень, что не в моей компетенции. Все [i]я[/i] знаю, что мой ребенок чертовски облажался где-то на другом конце вселенной.\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][Конец журнала][/b]\n\n\n[b]Дата журнала:[/b] 25.07.2473\n[b]Время:[/b] 2100\n[b]Создатель:[/b] Джошуа Палант\n[b]Местоположение:[/b] UCH-011 Гейдельберг, Экспедиционный флот UCH, Галактика Андромеды\n\n[b][/b]\n[c][bdbdbd]Да, вы правильно прочитали: [-][/c][i][c][f2f2f2]ГАЛАКТИКА Андромеды[-][/c][/i][c][bdbdbd]![-][/c]\n[c][bdbdbd] Мы должны были оказаться рядом с Проксимой Центавра в нашей СОБСТВЕННОЙ галактике! Как, во имя [-][/c][i]ЯДНИЦЫ[/i][c][bdbdbd] Зевса, мы оказались по ту сторону [отредактировано] [-][/c][c] [bdbdbd]вселенная?!\nНам нужно развернуть эту ванну и вернуться туда, откуда пришли. Нет двух способов. Я подписался на короткий прыжок, чтобы проверить нашего ближайшего соседа, а не улетать на межгалактических американских горках![-][/c]\n[c][bdbdbd]*Вздох*\n\nНам удалось исправить утечка хладагента на B-Deck, что решило две проблемы, так как Gennies снова остывают теперь, когда они получают полную загрузку хладагента.\nРадиаторы от варп-двигателя представляют проблему, только если вы находитесь рядом с варп-двигателем, поэтому я запер варп-отсек. Там все равно никому не нужно находиться.\nУ остального флота те же проблемы, но пока у нас все более-менее в порядке. Кажется, мы над планетой, и с планеты и с ближайшей орбиты исходят электромагнитные сигналы. Так что, похоже, мы не одиноки.\nИнтересно, не слишком ли поздно говорить 'Мы пришли с миром'?\n\nPalant Out[-][/c]\nEnd Transcript\n\n[b][End of Журнал][/b]\n\n\n[b]Дата журнала:[/b] 25.07.2473\n[b]Время:[/b] 2242\n[b]Создатель:[/b] Джошуа Палант \n[b]Местоположение:[/b] UCH-011 Heidelberg, Поверхность планеты, Галактика Андромеды\n\n[Голос в текст]\n[c][bdbdbd]*кашель* ну... Кажется, я действительно наступил на этот раз.\nКак только прозвучала сигнализация столкновения, мы получили удар по левому борту корабля каким-то плазменным оружием с приближающихся кораблей. Никакого предупреждения, никакой связи, просто БАХ!\nВ результате удара трубы охлаждающей жидкости расплавились, а джинны по левому борту лишились питания, поэтому мне пришлось нажать кнопку аварийного отключения.\n\nХейди не создан для тяжелого боя и плазмы. и ракеты, взорвавшие правый двигатель, отправили нас в затухающее вращение к планете. Удар через семь минут, и я остался один на этой палубе, поэтому мне пришла в голову блестящая идея запереться в одном из грузовых контейнеров. Я был почти уверен, что буду в безопасности здесь... оказывается, я был прав.\nЭто, наверное, единственный раз, когда я сожалею, что оказался прав.\n\nИтак, я застрял в этом контейнере и не могу выбраться . Думаю, я похоронен под кораблем. Кем бы вы ни были, вы, наверное, уже поняли это...\nДумаю, это не так уж плохо... Я сделал все, что мог, и это неплохой путь.\nНадеюсь, вы когда-нибудь вернете мое тело домой ...\n\nВыход из системы в последний раз... Palant Out.[-][/c]\nКонец стенограммы\n\n[b][Конец журнала][/b]",,,,,,,,
