KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
txt_GKiFO,Powers of the Past,,,,,,,,Силы прошлого,,,,,,,,
txt_6iagq,Check Panel 1,,,,,,,,Проверьте панель 1,,,,,,,,
txt_umqee,Read carefully,,,,,,,,Читайте внимательно,,,,,,,,
txt_GoCM4,[c][00ffff][IDA][-][/c] I am receiving a data stream with blueprints of the weapon described on the panel!,,,,,,,,"[c][00ffff][ВИКА][-][/c] Я получаю поток данных с чертежами оружия, описанного на панели!",,,,,,,,
txt_aeiCe,Check Panel 2,,,,,,,,Проверьте панель 2,,,,,,,,
txt_i4Guq,Read Carefully,,,,,,,,Читайте внимательно,,,,,,,,
txt_SCSmS,"[c][00ffff][IDA] [-][/c]I am receiving a secondary data stream. \n\nAgain, all construction details of the weapon described on the panel!",,,,,,,,"[c][00ffff][ВИКА][-][/c] Я получаю вторичный поток данных. \n\nОпять, все детали конструкции оружия описаны на панели!",,,,,,,,
txt_mWaSG,Check Panel 3,,,,,,,,Проверьте панель 3,,,,,,,,
txt_7heK4,Read carefully,,,,,,,,Читайте внимательно,,,,,,,,
txt_u08OS,IDA? I have a strong feeling that this information might change everyone's understanding of what happens here in Andromeda.\n\nWe should [c][fbff00]head back to Sectioner32[-][/c] and deliver these schematics.,,,,,,,,"ВИКА? У меня сильное чувство, что эта информация может изменить понимание того, что происходит здесь, в Андромеде.n\nМы должны [c][fbff00]вернуться в Sectioner32[-][/c] и доставить эти схемы.",,,,,,,,
txt_W0Kmi,Debriefing,,,,,,,,Разбор полетов,,,,,,,,
txt_iGqCq,Talk to Sectioner32,,,,,,,,Поговорите с Sectioner32,,,,,,,,
txt_iSEqu,Go to the mine shaft,,,,,,,,Идите к шахте,,,,,,,,
txt_40qCS,Fly to Mining Facility,,,,,,,,Отправляйтесь на Станцию астероидной добычи Полярис,,,,,,,,
txt_K48Ca,Go to Polaris Asteroid Mining Station. The station can be found in the [c][fbff00]asteroid belt[-][/c] in this system!,,,,,,,,Отправляйтесь на Станцию астероидной добычи Полярис. Станцию можно найти в [c][fbff00]поясе астероидов[-][/c] этой системы!,,,,,,,,
txt_80Oeg,Meet Sectioner32,,,,,,,,Познакомьтесь с Sectioner32,,,,,,,,
txt_i8mWG,Meet Sectioner32,,,,,,,,Познакомьтесь с Sectioner32,,,,,,,,
acttitleEpsilonA,Epsilon Base,,,,,,,,База Epsilon,,,,,,,,
actdescConquerAS,"Defeat an alien faction base by destroying the core! Notice: You must use projectile weapons to destroy its core - you cannot use explosives (e.g. rocket launcher, explosive device, etc)",,,,,,,,"Захватите базу пришельцев, уничтожив её ядро и заменив его своим! Примечание: Вы должны использовать пулевое оружие для уничтожения ядра - не используйте взрывчатку (гранатомет, закладываемые заряды и т.п.)",,,,,,,,
acttitleXenuO,Xenu Base,,,,,,,,База Xenu,,,,,,,,
acttitleGhostRM,Ghyst Base,,,,,,,,База Ghyst,,,,,,,,
acttitleRados,Rados Base,,,,,,,,База Rados,,,,,,,,
chptitleMiningC,Mining Corp,,,,,,,,Добывающая корпорация,,,,,,,,
chpdescMiningC,Preparing an Assault means preparing the Basics. And the Basics require various types of ore. Prepare your team and let's go!,,,,,,,,"Подготовка нападения обозначает подготовку ресурсов. А ресурсы это, так или иначе, всегда руда. Подготовьте свою команду и вперед!",,,,,,,,
tasktitleMiningCo,Mining Corp,,,,,,,,Добывающая корпорация,,,,,,,,
acttitlePromMC,1000 Promethium Ore,,,,,,,,1000 прометиевой руды,,,,,,,,
actdescPromMC,Mine 1000 Promethium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,,,,,,,,Добудьте 1000 прометиевой руды. Покупка руды на рынке или просто взятие руды в инвентарь не завершает миссию!,,,,,,,,
acttitleMagMC,1000 Magnesium Ore,,,,,,,,1000 магниевой руды,,,,,,,,
actdescMagMC,Mine 1000 Magnesium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,,,,,,,,Добудьте 1000 магниевой руды. Покупка руды на рынке или просто взятие руды в инвентарь не завершает миссию!,,,,,,,,
acttitleCobaltMC,1000 Cobalt Ore,,,,,,,,1000 кобальтовой руды,,,,,,,,
actdescCobaltMC,Mine 1000 Cobalt Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,,,,,,,,Добудьте 1000 кобальтовой руды. Покупка руды на рынке или просто взятие руды в инвентарь не завершает миссию!,,,,,,,,
acttitleSathMC,500 Sathium Ore,,,,,,,,500 сатиевой руды,,,,,,,,
actdescSathMC,Mine 500 Sathium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,,,,,,,,Добудьте 500 сатиевой руды. Покупка руды на рынке или просто взятие руды в инвентарь не завершает миссию!,,,,,,,,
acttitleNeoMC,500 Neodymium Ore,,,,,,,,500 неодимовой руды,,,,,,,,
actdescNeoMC,Mine Neodymium Ore. Buying from a marketplace or already having it in your inventory does not complete this Mission!,,,,,,,,Добудьте неодимовой руды. Покупка руды на рынке или просто взятие руды в инвентарь не завершает миссию!,,,,,,,,
chptitleGasStation,Gas Station,,,,,,,,Заправочная станция,,,,,,,,
chpdescGasStation,Your team's battleships will need a lot of fuel for flying around and maybe a few Pentaxid warp crystals for traveling to other planets. Now it is the time to refuel and restock!,,,,,,,,"Линкоры вашей команды нуждаются в огромном количестве топлива, чтобы летать. И, возможно, в небольшом количестве пентаксида, чтобы путешествовать к другим планетам. Время заправится и пополнить запасы!",,,,,,,,
tasktitleGStation,Gas Station,,,,,,,,Заправочная станция,,,,,,,,
acttitleGSlfp,Craft 1000 Large Fuel Packs,,,,,,,,Сделайте 1000 больших топливных ячеек,,,,,,,,
actdescGSlfp,Craft 1000 Large Fuel Packs. You'll need to mine or acquire 2500 Promethium Ore.,,,,,,,,Сделайте 1000 больших топливных ячеек. Вам понадобится добыть или купить 2500 прометиевой руды.,,,,,,,,
acttitleGSpenta,Craft 100 (raw) Pentaxid,,,,,,,,Сделайте 100 пентаксида,,,,,,,,
actdescGSpenta,Craft 100 (raw) Pentaxid. You'll need to mine or acquire 100 (raw) Pentaxid.,,,,,,,,Сделайте 100 пентаксида. Вам понадобится добыть или купить 100 Пентаксида (ресурс).,,,,,,,,
chptitlePfBMedi,Prepare for Battle MEDICAL,,,,,,,,Подготовьте МЕДИЦИНУ для боя,,,,,,,,
chpdescPfBMedi,Get prepared for Bullets and Bites! Your team should always carry essential medical supplies in their backpacks for use in bad situations.,,,,,,,,Подготовьтесь к ранениям и травмам! Ваша команда всегда должна носить с собой в рюкзаках несколько необходимых медикаментов для использования в экстренных ситуациях.,,,,,,,,
tasktitlePfBMedical,Medical Preps,,,,,,,,Медикаменты,,,,,,,,
acttitleHealthPack,15x Health Pack,,,,,,,,15 шт Комплектов оздоровления,,,,,,,,
acttitleTraumaKit,10x Trauma Kit,,,,,,,,10 шт Комплектов от травм,,,,,,,,
acttitleDetoxKit,10x Detox Kit,,,,,,,,10 шт Комплектов детоксикации,,,,,,,,
acttitleDeconKit,5x Decontamination Kit,,,,,,,,5 шт Комплектов дезактивации,,,,,,,,
actdescDoctorsJournal,"For more Info about Status Effects, diseases, and how to cure them, please read the DOCTOR'S JOURNAL in the Empyriopedia (F1)",,,,,,,,"Для получения дополнительной информации о статусных эффектах, заболеваниях и способах их лечения, пожалуйста, прочитайте Журнал врача в Эмпириопедии (F1)",,,,,,,,
chptitlePfBSupport,Prepare for Battle LIFE SUPPORT,,,,,,,,Подготовьте ЖИЗНЕОБЕСПЕЧЕНИЕ для боя,,,,,,,,
chpdescPfBSupport,"Your group has all its Ammo and Medical Supplies - but what if the battle takes longer than expected? Having some durable, less-perishable food and emergency oxygen in your backpack may mean the difference between success and failure earlier than you might expect!",,,,,,,,"У вашей группы есть боеприпасы и медикаменты - но вдруг бой продлится больше, чем планировалось? Наличие некоторого количества добротной, медленно портящейся еды, а также запаса кислорода может решить исход боя в вашу пользу!",,,,,,,,
tasktitlePfBSupp,Life Support,,,,,,,,Жезнеобеспечение,,,,,,,,
acttitlePfBcannM,Cook 5x Canned Meat,,,,,,,,Приготовьте 5 шт мясных консерв,,,,,,,,
actdescPfBcannM,Cook 5x Canned Meat in the Food Processor.,,,,,,,,Приготовьте 5 шт мясных консерв в пищевом процессоре.,,,,,,,,
acttitlePfBcannV,Cook 5x Canned Vegetables.,,,,,,,,Приготовьте 5 шт овощных консерв,,,,,,,,
actdescPfBcannV,Cook 5x Canned Vegetables in the Food Processor.,,,,,,,,Приготовьте 5 шт овощных консерв в пищевом процессоре.,,,,,,,,
chptitleRaidApoi,Defeat Alien POIs,,,,,,,,Захватите инопланетные ТИ,,,,,,,,
chpdescRaidApoi,Is your Group well prepared? Then go ahead and raid some well-defended Bases of the Alien factions! Can you keep up with them?,,,,,,,,Ваша группа отлично подготовлена? Тогда идите иустройте налет на парочку отлично защищенных баз фракции пришельцев. Сможете возвыситься над ними?,,,,,,,,
tasktitleRaidAlienP,Defeat Alien POIs,,,,,,,,Захватите инопланетные ТИ,,,,,,,,
txt_aqKi4,The Crashed Bird,,,,,,,,Разбившаяся птица,,,,,,,,
txt_mquK8,Sienna (Snow Planet),,,,,,,,Sienna (Снежная планета),,,,,,,,
txt_40Oii,Find Wreckage,,,,,,,,Найдите обломки,,,,,,,,
txt_gqiqS,It seems the Titan has broken into several parts...,,,,,,,,"Кажется, Титан разбился на несколько частей..",,,,,,,,
txt_aK8GK,The Titan,,,,,,,,ТИТАН,,,,,,,,
txt_K0G4L,IDA,,,,,,,,ВИКА,,,,,,,,
txt_qSGWG, - -,,,,,,,,,,,,,,,,
txt_e8SO0,Wreckage,,,,,,,,Обломки,,,,,,,,
txt_KqweK,Me,,,,,,,,Мне,,,,,,,,
txt_oSCGW, - -,,,,,,,,,,,,,,,,
txt_m0Kg2,Knock Knock,,,,,,,,Тук Тук,,,,,,,,
txt_aCmG4,Find Outpost,,,,,,,,Найдите форпост,,,,,,,,
txt_mmuqG,Approach the COM ARRAY. Make sure to clear the area before going inside.,,,,,,,,"Подойдите к Станции связи. Обязательно зачистите место, прежде чем входить внутрь.",,,,,,,,
txt_miS0G,[c][00ffff][IDA][-][/c] Get us close to a [c][ffff00]station console[-][/c] so I can have a look in their database.,,,,,,,,[c][00ffff][ВИКА][-][/c] Подойди ближе к [c][ffff00]консоли станции[-][/c] чтобы я смогла взглянуть на их базу данных.,,,,,,,,
txt_COWWC,Access Console,,,,,,,,Консоль доступа,,,,,,,,
txt_0mqem,Go inside and approach the marked console.,,,,,,,,Войдите внутрь и подойдите к отмеченной консоли.,,,,,,,,
txt_mCOO4,Knock Knock,,,,,,,,Тук Тук,,,,,,,,
txt_0SSe4,Radar Station,,,,,,,,Радарная станция,,,,,,,,
txt_O5Sa2,Core Room,,,,,,,,Комната Ядра,,,,,,,,
txt_KC00K,Find the core room.,,,,,,,,Найдите комнату с ядром.,,,,,,,,
txt_uC4qG,Radar Station,,,,,,,,Радарная станция,,,,,,,,
txt_4a0q8,Teleporter,,,,,,,,Телепорт,,,,,,,,
txt_4GCm4,There is another teleporter in this station. You need to find it. Look for a GREEN room and signs that indicate authorized access only.,,,,,,,,"На этой станции есть еще один телепорт. Тебе нужно его найти. Ищите ЗЕЛЕНУЮ комнату и знаки, указывающие только на авторизованный доступ.",,,,,,,,
txt_4AKKS,Knock Knock,,,,,,,,Тук Тук,,,,,,,,
txt_miQae,Mainframe,,,,,,,,Мэйнфрейм,,,,,,,,
txt_qS8a0,Arrival,,,,,,,,Прибытие,,,,,,,,
txt_OuGei,The Mainframe is hovering over the ground. The teleporter brings you back to the Radar Station entry room. From there you can teleport back to the COM Station.,,,,,,,,Мэйнфрейм парит над землей. Телепорт вернет вас в комнату входа в радиолокационную станцию. Оттуда вы можете телепортироваться обратно на COM Station.,,,,,,,,
txt_4OuSS,[c][00ffff][IDA][-][/c] Seems like that station has taken a beating already. \n\nLocate the [c][ffff00]main access switch and pull it[-][/c] to release the info.,,,,,,,,"[c][00ffff][ВИКА][-][/c] Похоже, эта станция уже потерпела поражение.\n\nНайдите [c][ffff00]главный переключатель доступа и потяните за него[-][/c] чтобы освободить информацию.",,,,,,,,
txt_S8SGC,Mainframe,,,,,,,,Мэйнфрейм,,,,,,,,
txt_SS408,Release Info,,,,,,,,Освободите информацию,,,,,,,,
txt_aCi4O,Find the lever and pull it to release the blocked message.,,,,,,,,"Найдите рычаг и потяните его, чтобы освободить заблокированное сообщение.",,,,,,,,
pda_Y8eaV,Find and access the console on the bridge. \nCheck the containers for valuable loot.,,,,,,,,Найти и получить доступ к консоли на мостике. \nПроверьте контейнеры на предмет ценной добычи.,,,,,,,,
pda_8KCWw,[c][00ffff][IDA][-][/c] You should make a [c][fbff00]fly-by on all three parts[-][/c] for a better scan result.\n\n[c][fbff00]150m[-][/c] should be enough.,,,,,,,,[c][00ffff][ВИКА][-][/c] Вы должны [c][fbff00]пролететь над всеми тремя участками[-][/c] для лучшего результата сканирования.\n\n[c][fbff00]150м[-][/c] должно хватить.,,,,,,,,
pda_K7Gma,The Titan,,,,,,,,ТИТАН,,,,,,,,
pda_cq0em,The Titan,,,,,,,,ТИТАН,,,,,,,,
pda_SGu0q,Me,,,,,,,,Мне,,,,,,,,
pda_SaiO4,Me,,,,,,,,Мне,,,,,,,,
pda_OCieK, - -,,,,,,,,,,,,,,,,
pda_GC8Qe,IDA? Any scanning results?,,,,,,,,ВИКА? Есть результаты сканирования?,,,,,,,,
pda_iqu8r,[c][00ffff][IDA][-][/c] Not yet.,,,,,,,,[c][00ffff][ВИКА][-][/c] Еще нет.,,,,,,,,
pda_uuKKG, - -,,,,,,,,,,,,,,,,
pda_S8GOe,I am afraid we can't expect the Zirax to have left anything for us to find.,,,,,,,,"Боюсь, мы не можем ожидать, что Zirax позволит нам что-нибудь найти.",,,,,,,,
pda_QOuu8,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_qO4Gu,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_JKiiK,Me,,,,,,,,Мне,,,,,,,,
pda_We448, - -,,,,,,,,,,,,,,,,
pda_eYkYG,[c][00ffff][IDA][-][/c] There are some ... secret technical details of the construction they might have not found.,,,,,,,,"[c][00ffff][ВИКА][-][/c] Есть некоторые .. секретные технические детали конструкции, которые они, возможно, не нашли.",,,,,,,,
pda_GSGSq,IDA,,,,,,,,ВИКА,,,,,,,,
pda_eGmWG, - -,,,,,,,,,,,,,,,,
pda_eGaWa,"Secrets, you say?",,,,,,,,"Секреты, говоришь?",,,,,,,,
pda_q4Wig,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_GeWe8,Me,,,,,,,,Мне,,,,,,,,
pda_qeNGG,Is there possibly more you can tell me?,,,,,,,,"Есть ли что-нибудь еще, что ты можешь мне сказать?",,,,,,,,
pda_ue4uw, - -,,,,,,,,,,,,,,,,
pda_Ge64S,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_gma4W,Me,,,,,,,,Мне,,,,,,,,
pda_I0meS, - -,,,,,,,,,,,,,,,,
pda_K8WO8,"[c][00ffff][IDA][-][/c] Sure.. I am.. wait..Commander, I do not .. there is a .. please wait .. a signal .. has activated a ..",,,,,,,,"[c][00ffff][ВИКА][-][/c] Конечно.. Я.. подождите..Командир, я не .. там .. пожалуйста, подождите .. сигнал .. активирован ..",,,,,,,,
pda_0em5i,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_gaCGs,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_0qGq4,IDA,,,,,,,,ВИКА,,,,,,,,
pda_upWSq,Me,,,,,,,,Мне,,,,,,,,
pda_o0iCm, - -,,,,,,,,,,,,,,,,
pda_C4C88,IDA ?,,,,,,,,ВИКА ?,,,,,,,,
pda_MKK0Y,IDA! Status report!,,,,,,,,ВИКА! Статус!,,,,,,,,
pda_040Wa, - -,,,,,,,,,,,,,,,,
pda_KeCKC,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_emC08,Wreckage,,,,,,,,Обломки,,,,,,,,
pda_8mmO4,Me,,,,,,,,Мне,,,,,,,,
pda_4SWK0,IDA,,,,,,,,ВИКА,,,,,,,,
pda_4YmaC, - -,,,,,,,,,,,,,,,,
